url,stars,text,date
https://www.yelp.com/biz/casa-di-roma-hamburg,5.0,hi everybody.. if you ever visit hamburg and you feel like you wanna hang out or you have a business meeting and you want great super tuscan red wine or piemont or any region of beautifull italy.. combined with the best autentic food ever...you need to visit my favorit restaurant ever in hamburg next to the train station in the heart of hamburg city... ristorante casa di roma..any hotel you in... must be right next to this wonderfull place with great indoor and outdoor patio...just ask your concierge.. @the hotel... it is a nice fine dinning place with beautifull inside disign where you are going to be able to enjoy fresh salads antipasti.. best fish and prime certified angus beef products...the catch is it. feel free to request any other dish.. any other style... they are top notch ..accomodation of consumer it is there a must...bigger groups always ask for familie style.. so you can enjoy many little things and get a ideea of this autentic italian cousine....so dear friends... i really recomend this place... it is worted...specially for red wine funs like me.... greetings from new york...bruno,2009-12-16
https://www.yelp.com/biz/k%C3%A4ppchen-kuchen-company-hamburg-3,5.0,"These cupcakes are absolutely fantastic. Even though I had them growing up as a child, they never tasted like these. The cake itself is very moist and the topping (icing/frosting) extremely smooth and creamy. I can really recommend them. EUR2,50 each is a bit much, but seeing that they're hand made and absolutely delicious - well, life is short and as they say, we're not here for a long time, but for a good time.Thanks for making my day, Happy Kappy. I'll be back..!",2009-05-14
https://www.yelp.com/biz/k%C3%A4ppchen-kuchen-company-hamburg-3,5.0,"I purchased number 6 (Conrad's Favorite) and number 7 (Pink Lady), both tasted so wonderful. This is truly cupcakes heaven. The cupcakes was extremely moist and was well presented goes well with coffee or tea. If you know cupcakes then these cupcakes are the perfection of what a good cupcake is. I had a chance to met with the man himself ""King Conrad"" Hahahaha and must I say he is a character himself, fun, spontaneous and down right hilarious. If you love cupcakes you have to visit this little cute cupcakes place if you are ever in Hamburg and if you are not a cupcakes lover you still have to visit just to see the man behind these adorable cupcakes. Conrad will fills your belly with laughter if you are not a cupcakes lover.",2015-06-01
https://www.yelp.com/biz/k%C3%A4ppchen-kuchen-company-hamburg-3,4.0,"In German, 'kekse' sounds like 'cakes' but really means cookies, so when I first walked past the happykappy--a store clearly specializing in cupcakes--well, I just had to try. I'll bet they are really just muffins disguised as cupcakes, I mumbled to The Mexican as we ducked inside. No, no oh no. They where, in fact, the real-deal. Perhaps overly-sweet for the typical German pallet, these babies are pure pastry porn: big on size, taste and a bit on price. But hey, this is not the corner Bäckerei--unless your corner baker is Lewis Carroll. If you never had a cupcake, this is where you go in Hamburg to try one. If your alcoholic friend is throwing a dinner party, a box of cupcakes makes a good backup to the gift of wine. And if your girlfriend is a sex-in-the-city nut: consider the seduction factor of these cupcakes: beautiful, edible fashion.",2008-07-08
https://www.yelp.com/biz/k%C3%A4ppchen-kuchen-company-hamburg-3,3.0,"Today around lunchtime I was there for the Halloween treats. Sadly the spooky cupcakes weren't ready then. But still the owner made us 5 boxes of the things - after a few special pleads.They didn't get decorated as creatively as we thought and there were only 2 different kinds (banana and raspberry) on offer but we still liked them. Very sweet and colourful things coming in a cute little pink cardboard box. A very girlish affair altogether, I'd say. 5 Euro for a box of 2 of the candy buggers. And man, they tasted very, very sweet as well, phew.Nice stuff but honestly not too breath-taking and just too sweet. And after all the are only pimped muffins ;) But I like this special Halloween event so why not go and find out for yourself. They are open until 23h tonite.",2008-10-31
https://www.yelp.com/biz/block-house-wandsbek-hamburg-4,5.0,"Busy meat lovers restaurant, good atmosphere, friendly service. Quite expensive but worth the money as the steak is good quality, you can even watch them cook your steak for you! Jacket (Baked potato) is served with steaks and is very tasty!",2010-06-15
https://www.yelp.com/biz/kohldampf-hamburg,5.0,"Great burgers, nice staff, and plenty of outside seating protected from the rain.",2021-11-05
https://www.yelp.com/biz/kohldampf-hamburg,5.0,"Cozy interior, outdoor seating, very nice staff and relaxed atmosphere. And most importantly - delicious food!! We've tried 4 different dishes so far and they were all really high quality and very well made!",2018-04-29
https://www.yelp.com/biz/kohldampf-hamburg,5.0,Great little place! Could easily compete with high end burger places in the US. The owner was super nice as well. The doctor had a Banksy style to it. Go here if you are craving a quality modern burger.,2018-10-08
https://www.yelp.com/biz/vezos-hamburg,1.0,"This restaurant has the distinction of having the rudest waiters I've ever encountered in a life of eating and traveling. I lived above this restaurant for six weks and ate there only once, my first night in Hamburg. I went in alone after having slept all day following an exhausting trip. I walked in, slightly disoriented because I expected something different than the nice surroundings. A  waiter with an overly-tailored beard approached me in English and gruffly asked me if I wanted to eat inside or out. I apparently took a few seconds too long to decide and exasperated him. ""Inside or out?"" he demanded. Only because I was famished and still exhausted did I stay. I sat in a secluded corner and was ignored for fifteen minutes, then requested service from another waiter who was busy doing something behind the bar. I wasn't happy, but too tired to leave. No takeout. Great. He then felt it necessary to lecture me that I wasn't in America when I simply offered a curious comparison to the size of the coffee cup presented. He eventually lightened up and complained that I tipped him too much. (I kept getting conflicting information about tipping in Germany). The owner did come over and ask if I liked the meal. It was just okay, but I said it was very good, other customers seemed to be having a good time. This wasn't enough. He looked at me for a moment (the stare) and didn't say anything else, then turned and left. They had an inflated opinion of the restaurant and of themselves, an arrogance similar to what I encountered often in Hamburg, but nowhere else in my travels throughout Germany and Paris this past summer. A sweet young lady smiled and said goodbye as I left, as the first waiter tried to make a point of ignoring me as he dried a plate. I really wished I had had dealings with her instead of these arrogant fools. This experience was so surprising because I had just stayed a week and a half at the Hotel  Kempinsky in Berlin where I experienced, with one exception, nothing but the absolute best service, most professional demeanors, and genuine smiles at all times.",2015-10-27
https://www.yelp.com/biz/maharani-hamburg,5.0,"Excellent food and great service. It's in an odd location, but we came in 30 minutes prior to closing and they happily served us.",2018-09-28
https://www.yelp.com/biz/maharani-hamburg,4.0,"Pretty good Indian food restaurant. We tried the chicken tikka masala, paneer curry and garlic naan. The food came out fast and looked really nice. They put nice little vegetable decorations on top of all their dishes. Not sure if this is needed to be honest, as the focus for me is the taste, not the decorations on top. It was my first time here and we agreed that the curries were simply not flavorful enough and tasted like tomato paste. The Indian curry spices were just not really there. The garlic naan was the highlight however. Hot and buttery and crispy. It could have been a bit more fluffy though. All in all, a pretty good place for Indian food if that's what you're in the mood for. However the search continues for me for the best Indian food in hamburg.",2021-12-18
https://www.yelp.com/biz/maharani-hamburg,3.0,"Non-food: 5/5Food: 3/5The decor and overall vibe of this restaurant is exquisite, the staff was very friendly and accommodating, and the menu has extensive vegetarian and meat options. After the meal, one is served mango schnapps and paan mukhwas.I ordered naan bread and spicy chicken tikka masala, which came with rice. My meal arrived very quickly, and the presentation of the food was very on-point (see attached photos), just like the ambiance. My waiter also brought a green chili sauce, which wasn't that spicy but tasted very good.I thought the tikka masala here wasn't bad but wasn't great and wouldn't order it again. I'd also recommend picking a different dish if you're between options. The naan was very tasty, and the rice was decent.I can recommend this restaurant for a group dinner due to the great ambiance and service quality. Despite not being super impressed with the taste of my entree, I left feeling very satisfied and want to come back to try a different dish.",2017-02-01
https://www.yelp.com/biz/maharani-hamburg,5.0,Very good food and incredibly nice staff. The restaurant has a cosy atmosphere. Mango lassi was also tasty.,2018-12-15
https://www.yelp.com/biz/maharani-hamburg,4.0,"Good value for money.Decoration looks very authentic India-like, though the place could be cleanerRecommend it",2016-06-19
https://www.yelp.com/biz/maharani-hamburg,5.0,Best curry cuisine ever. I'm from London by the way. I became a regular customer now.,2015-03-09
https://www.yelp.com/biz/maharani-hamburg,5.0,Authentic Indian food! Especially the naan! The portion size was also perfect. Only thing that was a bit irritating was the limited sitting space.,2015-05-02
https://www.yelp.com/biz/maharani-hamburg,4.0,"This is a newly opened Indian restaurant in the Hallerstrasse. It's nicely decorated and the staff is very attentive. They also have a large selection of vegetarian dishes at good prices. My Tarka Dal was delicious and at a reasonable price. Only the service was not particularly fast, so make sure you have some time when you visit.",2010-05-14
https://www.yelp.com/biz/imara-hamburg,5.0,Loved this place. Was so cute inside and the tapas were awesome! Def coming back again maybe during the happy hour when the food is discounted. Can't go wrong with this place. Highly recommend.,2015-11-08
https://www.yelp.com/biz/imara-hamburg,4.0,"Nice place for the spring or summer, loads of parking and outside space. Our waitresses were very nice, informative and friendly which always helps for a chilled atmosphere. The service was with a smile and the cocktails and wine were better than expected. We had the set menu and enjoyed the overall experience. Try this place!",2015-06-11
https://www.yelp.com/biz/imara-hamburg,4.0,"Solid dishes, impressive drink menu, and good service.Our party of 5 went with the family style approach of sharing a bunch of tapas. It seems like the right amount is somewhere around 2 to 3 tapas per person, probably closer to the 3 end if you're hungry. Food comes out pretty fast, though, so you could always start small and order more later.They have a ridiculous selection of liquors for the size of the restaurant. If they don't have your favorite, you're just way too picky.For a busy Saturday night, service was remarkably attentive and friendly. Our waitress checked in on us a few times as our party arrived (they'll seat you even if your party isn't entirely here yet). We were there with German-speaking friends, so not sure how good the wait staff's English is.The inside isn't large but handles the noise very well. The tables are well spaced out, and we didn't need to shout to hear each other even though the place was packed.Prices are a tad high, especially with the cocktails. I'm still calibrating to the Hamburg market, though, so this could be on par for this kind of establishment. With a cocktail per person and 2 bottles of wine, we ended at just under €40 per person. Makes for a good special dinner spot but probably not a regular option.",2014-10-12
https://www.yelp.com/biz/imara-hamburg,5.0,"Great tapas. A good blend of Spanish & Moroccan styles and a good opportunity to try many dishes. I had a small lamb tagine as one dish and it was superb - maybe the best tagine I've ever had: so many great flavours. Very friendly staff in a stylish, modern restaurant.",2015-03-18
https://www.yelp.com/biz/imara-hamburg,4.0,Really good food. Service was slow but other wise OK. The biggest downside was the lack of English menu.,2014-08-02
https://www.yelp.com/biz/imara-hamburg,5.0,"Great food, fantastic service... Loved the ambience",2012-07-08
https://www.yelp.com/biz/cafe-strauss-hamburg,4.0,With its glorious trees and other greenery the outside spaces here are a great place to sit out in during the day doing a bit of people watching or just listening to the wind through the branches.Internally it's comfortable & inviting with decent service and the ostrich wrap and goats cheese salad make for a great sharing combination.,2015-06-10
https://www.yelp.com/biz/cafe-strauss-hamburg,5.0,"I went there on a saturday morning for a breakfast/brunch and choose the breakfast buffet order. The place is super cozy, decoration is fancy and comfy and it never felt too crowded. The buffet had great food and a lot of options for either regular, lowcarb, paleo and veggie. You can drink as much coffee as you want with the buffet and they also include fresh made scrambled eggs that tasted divine. It's a suitable place for couples and families, totally worth your money.",2017-02-11
https://www.yelp.com/biz/cafe-strauss-hamburg,4.0,"Cute place for a brunch in summer.Outdoor seatings however arent the most comfortable. The crowd is made of families, groups of friends, couples, business meetings. The brunch buffet doesn't offer a very wide choice, however it has the basics: cheese, salami, bread, eggs, müsli ..",2009-10-03
https://www.yelp.com/biz/cafe-strauss-hamburg,5.0,Wir waren erneut zum Frühstück unter der Woche dort. Sehr hochwertige Speisen auf wirklich schön angerichteten Tellern  und ausreichend war es auch. Wir kommen wieder.,2013-08-27
https://www.yelp.com/biz/cafe-strauss-hamburg,3.0,pretty good if you like ostrich meat - it's the theme of the restaurant (strauss is German for ostrich).,2011-03-22
https://www.yelp.com/biz/la-trattoria-hamburg,5.0,"We were staying at a nearby hotel and wanted to eat some decent Italian food before the flight. To get here we had to walk 30 minutes, and the weather outside was cold. However, all effort paid back when we got there.First the ambiance - it is a beautiful small restaurant, was not crowded that evening. They are dog-friendly, so they let us in with the dog, gave her some water, and let is pick the table we wanted.Now comes central part - food. We'be ordered pasta with cheese and ham. They clocked it very fast, and as the kitchen was nearby, the smell was impressive and stunning. When they brought us the dishes, pasta was hot, and the sauce was still boiling, this cheesy flavor that burns your mouth a bit but still tastes so delicious. Should I say that after that dinner we both were full and happily walked back to the hotel for 30 minutes!? Highly recommended, even if you need to put some effort to get there.",2018-02-06
https://www.yelp.com/biz/la-trattoria-hamburg,5.0,"We found La Trattoria on Yelp, and decided to drive over for a Saturday lunch outing. It was a rainy summer day, but the restaurant was open to the air, and an awning covered a few tables that were outside on the sidewalk.La Trattoria has a fairly standard bound Italian restaurant menu (antipasti, pastas, pizzas), then they have a chalkboard of what must be seasonal specials (or just recommendations) for lunch, and then there's a second chalkboard of daily specials. The waiter (who seemed like he must also be the manager) was friendly and got us a seat right away, tried a few jokes with our daughter, and was patient explaining the options.My wife had the cheese-filled ravioli with truffle cream sauce, which was excellent. There were seven or eight good-sized ravioli filled with some kind of firm-ish cheese, and covered in a very decadent truffle cream sauce. I ordered the daily special of chanterelles in a cream sauce over homemade papardelle; it was incredibly good. Lots of mushrooms, good portion size, and tons of flavor in every bite. Being six, our daughter ordered spaghetti with tomato sauce, and managed to eat about half of the giant ""kids"" portion (which she finished with gusto at home the next day).We also ordered tiramisu and tartufo for dessert. The tartufo was just okay, but the tiramisu was quite good. Overall, we loved our experience here, and will definitely be back.",2017-08-21
https://www.yelp.com/biz/la-trattoria-hamburg,2.0,Food is good but not the service- also charges over 2€ for a tiny glass of tap water. Does not take credit cards? What year is this?,2018-09-06
https://www.yelp.com/biz/panthera-rodizio-hamburg-2,5.0,"Rodizio is one of my fave restaurant here in Hamburg. The price is abit steep, but for the amount of food you will get at their eat-all-you-can , it is worth it esp for meat lovers. The 'servers' go around with their meats/side dishes from table to table. They will serve it to you straight to your plate. If it's a meat, they will slice it infront of you. You need to book with them 3-4weeks in advance if you wish to dine with them on a Saturday night. If you are looking for a ""quiet"" place to dine, this is NOT for you. If you wanted to go for 'ala carte', again - this place is NOT for you.",2015-10-03
https://www.yelp.com/biz/panthera-rodizio-hamburg-2,5.0,"I loved it! So much food, friendly staff, cool environment! But don't forget to make a reservation.",2016-07-17
https://www.yelp.com/biz/panthera-rodizio-hamburg-2,1.0,"Do not bother, we waited upwards of 30 minutes between servers and the meat was just not that great.  Big disappointment both in food quality and service, especially at the price...",2019-04-03
https://www.yelp.com/biz/panthera-rodizio-hamburg-2,1.0,"Oh dear. I'd actually like to limit this review to just four words: avoid at any cost. But instead I'll take my duty seriously and explain the reasons for this blunt warning. Well, let's start with the ambience: this place is the epitome of a tourist trap. The (huge) restaurant is supposed to resemble some random South American village, natural stone walls, a fountain and all. Needless to say, the end result is very tacky. Let's take a look at the service now. When I visited there was literally a busload full of tourists waiting to enter, and the waiters treated them rather poorly, probably knowing that they wouldn't or couldn't leave anyway. I just felt for the poor band of folklore musicians supposed to add flair to the place - those seemed to be the only people trying to make a decent job at Panthera Rodizio. And now, finally, for the food itself: we dined á la carte instead of choosing the all you can eat option, mainly because I just wanted to spend as little money as possible at the place. What I got was a surprisingly nice piece of meat, well cooked - but the side orders were a disgrace and more akin to what you'd expect at a (1970's) motorway restaurant. The vegetables were soggy and completely overcooked, while the sauce was quite obviously courtesy of chef Maggi. All things considered, do yourself a favour and go to Block House instead.",2009-07-15
https://www.yelp.com/biz/panthera-rodizio-hamburg-2,3.0,"I've never been to this style of restaurant before and found it rather amusing. Whilst the food wasnt exactly 5 star, there is plenty of it and the quality was good. I was in a group of 4 and we found the service to be quick, polite and attentive. Whilst the visit was on a Tuesday evening (not exactly prime time) the atmosphere was good. If you love ample portions and no frills dining I'd recommend this restaurant.",2011-06-01
https://www.yelp.com/biz/panthera-rodizio-hamburg-2,5.0,"I am a long time customer of Panthera Rodizio in Hamburg, I usually go every time I am in Germany.The food is fantastic! When ordering, simply ask for Rodizio and skip the Salad bar  you don't have to have the salad unless you want it.I admit the service is slow at times, but having 20 or so staff serving a 300 cover restaurant thats packed and new customers arriving as soon as the ones that have finished, I feel the service is good.The atmosphere is very alive and noisey, which is to be expected. As someone else said, Alsterwasser is like a Shandy, beer watered down with lemonade. There are 2 P.R. in Hamburg. The one in H.H. (Hamburg Harburg) is a bit smaller and the service there is terrible, the main P.R. is near the docks in Hamburg (Hamburg Harfen). They also have one in Bremen, but I don't like this one so much, it's in the railway station (bahnhof).",2009-07-15
https://www.yelp.com/biz/panthera-rodizio-hamburg-2,3.0,This place offers a novel way of serving food with meat being carved directly onto your plate by the staff who are constantly passing your table. The meat was well cooked although the sides were average. Overall we found the experience to be unusual yet fun. I would recommend this to people visiting Hamburg.,2011-06-01
https://www.yelp.com/biz/panthera-rodizio-hamburg-2,1.0,"This place is a nightmare! Went with a group of six and from start to finish, everything was inexcusable. The seating was tight, the service was rude and unattentive, the place is loud in a bad way, and the food is blah. People overrate the meat here by so much. It's OK, but folks, I could do much better with my own barbecue at home. I've had much better Rodizio in much cheaper restaurants elsewhere. Drinks came wrong, stuff that was mixed such as an Alsterwasser was watered down, and requests for condiments were simply ignored. When paying, everything took way too long (technical issues suppossedly) and no one seemed to care. Service is the absolute biggest disaster at this place. I've never actually had a waiter argue with me to the extent that these clowns were willing to go. When we started, we didn't want salad. We simply wanted to get right to the meat. This wasn't allowed as I guess we were suppossed to fill ourselves with starters to eat less meat. It was also clear that they avoided coming around too often with the meat skewers so as to hold back consumption. This place is a total joke and should be avoided.",2008-03-10
https://www.yelp.com/biz/kumpir-hamburg-6,4.0,"Okay. I have an unnaturally positive opinion of Kumpir. They make potatoes with different toppings. This isn't rocket science. It is akin to Subway for potatoes.That being said, I love it. I love that it is open late, it is just out of the U/S-bahn station, and it is cheap. Did I mention that it is also tasty and the staff is always friendly? Let me say it now.I have run through most of the menu and it is pretty tasty. It seems like the people working there are generally happy to be alive, which I appreciate.The one thing limiting my review is the quality of some of the ingredients.  I could see an upgrade in quality bringing this to the next level, and a 5 star rating, as long as the price doesn't take an exponential hike.An extra euro here or there would be fine with better quality, but I will keep coming back anyway:)",2019-06-29
https://www.yelp.com/biz/kumpir-hamburg-6,4.0,Amazing potatoes!! Definitely try the chilli and mediterranean one! The service was not the friendliest but the food is truly great and the place as such is also friendly,2021-03-27
https://www.yelp.com/biz/kumpir-hamburg-6,5.0,Good and cheap place to eat kumpir. Great variaty of kumpir. Big sizes and good prices.,2016-07-31
https://www.yelp.com/biz/kumpir-hamburg-6,1.0,"The food was good - the service appalling. The server made extremely intrusive and inappropriate comments to my face about my breasts and figure, several times, invited another waiting customer to comment on them, and then called over another worker to share in this frankly appalling objectification of a paying customer and human being. Would never recommend this establishment to any woman who doesn't want to risk being hit on and objectified, and trapped in an extremely uncomfortable situation while your food is in the process of being made Overall - disgusting treatment of female customers, left me feeling revolted and uncomfortable.",2016-08-07
https://www.yelp.com/biz/kumpir-hamburg-6,4.0,"Kumpir is a little gem of a place on Schanzenstr. Basically they only sell baked potatoes, and the most expensive thing on the menu is EUR3.90, and that's what I went for. A mexican-themed baked potato. It came with cheese, chicken, salsa, nachos tomatoes and jalapenos. It really hit the spot. I'll definitely be back.",2008-02-10
https://www.yelp.com/biz/kumpir-hamburg-6,4.0,"Very good! Can't believe it took me 5 years to try the place. Now I know why it was always so busy.My only negative is that the portions aren't consistent, I've noticed some customers getting preferential treatment with much more toppings, and this made me sad. Why do you hate me, Kumpir König!?",2013-07-05
https://www.yelp.com/biz/kumpir-hamburg-6,2.0,"I don't know why this place gets such high ratings. Honestly, the guy behind the bar was totally unfriendly, I didn't feel welcome at all and he didn't use pleases or thank yous or anything like that, he didn't even point out that the kumpir on top of the counter was mine, until I asked him. Apart from the fact the service sucks, the place was a mess as well, the guys behind the bar just seemed more interested in listening to their music than keeping the place clean. The food was okay, I have to be honest, but it was expensive at nearly 4 Eur, where there are better bargains to be had only a few metres down the road to the right at Falafelstern, where you get great service and a huge falafel for only 3,50 Eur.I am sure the people behind the bar are not the owners, owners know how hard it is to earn a buck and it's a shame I have to resort to writing a review like this, the date I went was Sunday 9 June 2013 at 5pm. Maybe if the owner reads this he knows who was on shift that day and can fire them.",2013-06-09
https://www.yelp.com/biz/kumpir-hamburg-6,5.0,The Mexicana kumpir is incredible. Located in an awesome part of Hamburg with hip shops and bars.,2015-09-15
https://www.yelp.com/biz/kumpir-hamburg-6,5.0,"Gaaaanz lecker und preiswert!!!! Ich stimme zu was die anderen geschrieben haben. Wer Kartoffeln essen will, geh einfach ein da man viel drauf auswahlen kann :-)",2011-08-24
https://www.yelp.com/biz/kumpir-hamburg-6,5.0,Absoluter Fan. Standard bei mir Habibi mit Hühnchen und Jalapenos plus scharfer Sosse. Ideal für ein schnelles Mittag oder Abendessen!,2013-03-03
https://www.yelp.com/biz/kumpir-hamburg-6,5.0,"The best baked potato I have eaten. Ever. In my life. And it was cheap too. If i remember correctly it cost something like 3.90 EUR. I highly recommend it to everyone, including people who like me, normally do not like baked potatoes. Me and my friends liked it so much that we went there 3 times in two days!",2011-03-27
https://www.yelp.com/biz/kumpir-hamburg-6,5.0,"Excellent location, cheap and delicious fast food. Atmosphere is great, and the guys who work there are really personable. I've become a regular. :)",2012-07-17
https://www.yelp.com/biz/kumpir-hamburg-6,2.0,"It was not tasty.The menu on the card is nice, but the kumpir itself.. is small and less tasty. For this price you could find more tasty potatoes everywhere else.Compared with other Kumpir in Berlin or Istanbul, this is the worst.The salad and sauce was kind of interesting and it looked almost fresh. The shop itself looks clean.",2012-10-23
